position,title,link,product_link,product_id,serpapi_product_api,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,source,price,extracted_price,rating,reviews,badge,thumbnail,delivery,old_price,extracted_old_price,tag,extensions,store_rating,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,store_reviews,alternative_price
1,Banana Republic Factory Men's Monogram Pique Polo Earth Regular Size Xs,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=753794001&vid=1&tid=bfns000001,https://www.google.com/shopping/product/7345453604533823608?gl=us,7345453604533823608,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7345453604533823608,,,,Banana Republic Factory,,37.97,4.7,574.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ6wMReCwt09f0jQ6P8XO3xs1IGega5YCkxiYbKE4tXyWik2bR_XddNtaybDoNNlccFEpKnYeHjATIIYCgsm6FtDOf0UCkLHL2SlReQyFbS&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,45.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7,574.0,-7.030000000000001,0,1,1,0,0,0,1,0,0,0,,
2,Banana Republic Factory Men's Slim Luxe Touch Polo Black Tall Size M,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=710582031&vid=2&tid=bfns000001,https://www.google.com/shopping/product/6401287642988796154?gl=us,6401287642988796154,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6401287642988796154,,,,Banana Republic Factory,,30.0,,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSNnAXHM443kmoztzV9qaLBTHXmcDo-0KQhw14tJuJdomDZoob-IgylVywDbEoVccgjzRXt-hnfiUn0pXZBOP6-wydqDA9LoOys8_7dZsE&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,50.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-20.0,0,1,1,0,0,0,1,0,0,0,,
3,Banana Republic Women's Essential Polo Shirt British Khaki Size Xs,https://bananarepublic.gap.com/browse/product.do?pid=443429062&vid=1&tid=brns000051,https://www.google.com/shopping/product/12923070745626500502?gl=us,12923070745626500502,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12923070745626500502,,,,Banana Republic,,60.0,4.8,64.0,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSqAH1b4aZZ0q8XISO4j0U6yNuW3HWIa6G7IU90cmPjTv525g70_heBWZ9vnawkvWcvB0n_s1T8NBr4X0RvZtxuBaDVj45himlG5NroP_uDg89SNmgRkAH5&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,4.8,64.0,0.0,0,0,1,0,0,0,1,0,0,0,,
4,Banana Republic Men's Short Sleeve Solid Dress Polo Shirt S M L Xl Xxl,https://www.ebay.com/itm/184467671711?chn=ps&mkevt=1&mkcid=28&var=692277919631&srsltid=AfmBOooEqVlOlZi9IAPlqdAg08RA-j_BYGQ60F0qHqNbyTAG1a3hf8OeXg8&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:14095208779560431878,14095208779560431878,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14095208779560431878,,,,eBay - redskybsb,,29.99,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ3KEENktCyG1K3-QlVk430hQg9ZMKrmPKXwlA4zCeYmkkBlNpMXl1xgr_aUAVKr9fsHn2tPhE3FBHybYHjuOYExvknwIw_RukLtfdkZBCXs2mXD32H88Gu5A&usqp=CAE,"Free delivery by Mon, Oct 9",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,1,0,,
5,Banana Republic Factory Men's Monogram Pique Polo White Regular Size XXL,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=797981051&vid=1&tid=bfns000001,https://www.google.com/shopping/product/4484613263571471315?gl=us,4484613263571471315,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4484613263571471315,,,,Banana Republic Factory,,27.0,,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQuH1ZmAvHdwJ_cySeYle67NLAmfekzrRPqzw-2usl2ft6VnIzh7lIOilUWuNVf8u6SFbJuUPecqG9ZdQxs8L2mZz359T1TO_Rjdw3_BqM&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,45.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-18.0,0,1,1,0,0,0,1,0,0,0,,
6,"Banana Republic Men's Short Sleeve Solid Pique Polo Shirts, S M L XL XXL",https://www.ebay.com/itm/174699362258?chn=ps&mkevt=1&mkcid=28&var=475146622438&srsltid=AfmBOork44wd5IPiE5UEmMTJ_iwhyEaZdjIa4ZtdSsmtW1h2zLfX76dY9X0&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:102223457546140284,102223457546140284,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=102223457546140284,,,,eBay - rivermissouri,,29.98,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSoOMNsZ-UbIVIajHohTJUe5OS_Z902sofQp55K0pB9B5aXOShvEnuCKPrxx7XAkv6bbvcTa09_KhASOWHYyjCeUi35iP59mlzfg71TXhVv&usqp=CAE,"Free delivery by Wed, Oct 11",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,1,0,,
7,Banana Republic Men's Linen Polo Shirt Black Stripe Size L,https://bananarepublic.gap.com/browse/product.do?pid=569436042&vid=1&tid=brns000051,https://www.google.com/shopping/product/4844650403875253486?gl=us,4844650403875253486,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4844650403875253486,,,,Banana Republic,,49.99,4.8,41.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcScfaJEcnFCG7NcF1Sv206RpZy5uuFI8ZVtUw-naxAokuJMZdl7w0X2TIc3bh05gvoNvnTGLCU7FUr8Rzf96yyl3iKB9yVRKcNjFrvjaz8&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,70.0,SALE,['SALE'],,,ban_q,banana republic polo,4.8,41.0,-20.009999999999998,0,1,1,0,0,0,1,0,0,0,,
8,Banana Republic Men's Luxury-Touch Polo Shirt Costa Coffee Brown Size L,https://bananarepublic.gap.com/browse/product.do?pid=731999022&vid=1&tid=brns000051,https://www.google.com/shopping/product/6657928167380974564?gl=us,6657928167380974564,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6657928167380974564,,,,Banana Republic,,80.0,5.0,5.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR_u1nBythirtEBDdCo0G3Hx6U0tNpRFBG6wjB3aaLOX9cuJuW7EwETCh01kz92M-7k76Yu8jbHHgWp9wEXkEgMoVeX9unpAP4QJuyYMJU&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,5.0,5.0,0.0,0,0,1,0,0,0,1,0,0,0,,
9,Banana Republic Shirts | Banana Republic Mens Grey Linen Blend Polo Shirt New ...,https://poshmark.com/listing/Banana-Republic-Mens-Grey-Linen-Blend-Polo-Shirt-New-With-Tags-Size-Medium-64c7596b72f45f24ef882c66?srsltid=AfmBOorJMiX5R2PG20esaJxhqJ-VOFk07JsREpqzq6m1OAK1dRPp_ZQVkQY#utm_source=gdm_unpaid,https://www.google.com/shopping/product/1?gl=us&prds=pid:2157595441309842245,2157595441309842245,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2157595441309842245,,,,Poshmark,,31.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT842hOLLomulOdJsycYNwshQsb8MMGT-wIKdS40-PkyQ1ul5XI3Uq1_OwjebiUBFdLzWWdln-SvOfTgGouoqlREA8LM-MOSHQPTGXc-JEmU6MxZZ29EJPEkQ&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,0,0,,
10,Banana Republic Factory Men's Luxe Touch Polo Preppy Navy Tall Size L,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=710638031&vid=2&tid=bfns000001,https://www.google.com/shopping/product/7318824295627425441?gl=us,7318824295627425441,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7318824295627425441,,,,Banana Republic Factory,,30.0,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQNGS686uwNzrYaZX5tpQaX9whMdfZt_xdvEPVe_rSjRMVfsLcPuav0Cs_prNEUACwmAhTqdLMOXy2yflkP00X5NTWQ9SzvKjtowS1MxmDS&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,50.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-20.0,0,1,1,0,0,0,1,0,0,0,,
11,Nwt Mens Brown Short Sleeve Spread Collared Regular Fit Polo Shirt - Size XL ...,https://goodwillfinds.com/10013-0000-237379.html?srsltid=AfmBOopEtT5JwLSE-rFzN1OuyNK2FG1KSaWtht7pHsmE5InRJ_pty23a19k,https://www.google.com/shopping/product/14918172919990731452?gl=us,14918172919990731452,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14918172919990731452,,,,GoodwillFinds,,17.99,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSFZaNmUjJFd4OP_U-609tU1z2Jtg6KhEtF27VYvkwmeaFK58pWNSJggGQecsESfM-pL2iAwni8ou067pH2ErW7j1QVfzhX9cRub-UQbozSrDOoAL2EIx_UnA&usqp=CAE,"Delivery by Wed, Oct 11",,23.39,SALE,['SALE'],,used,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-5.400000000000002,0,1,0,0,0,0,0,0,0,0,,
12,"Banana Republic Men's Short Sleeve Solid Pique Polo Shirts, S M L XL XXL - New ...",https://www.bonanza.com/listings/Banana-Republic-Men-s-Short-Sleeve-Solid-Pique-Polo-Shirts-S-M-L-XL-XXL-NEW/1002207665?goog_pla=1&variation_id=1757715830,https://www.google.com/shopping/product/17682631619665910987?gl=us,17682631619665910987,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17682631619665910987,,,,Bonanza - RiverMissouri's booth,,25.98,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSjX9LHrK9isggMCyf88pL9l6ziKcrTi1gLBNKTg0V2YP5qXuFwiBMq_K4Zzatua-X57Z14bbeTxTPgrDn-6aGrCA3TcCGOjb3ycVBDEVP1&usqp=CAE,Free delivery,,,LOW PRICE,"['$1.63 below typical', 'LOW PRICE']",,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,1,0,0,0,0,0,0,0,0,0,,
13,Banana Republic Shirts | Banana Republic Luxury Touch Standard Fit Mens Polo ...,https://poshmark.com/listing/Banana-Republic-Luxury-Touch-Standard-Fit-Mens-Polo-Shirt-Gray-64fe6b7ea0aeb7ea9efea344?srsltid=AfmBOopMIJrhB7rlgtcyTTBsUlgbzebQZLGkGIMawTcX3SvjpVboo5lxyFg&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/7308611158420863351?gl=us,7308611158420863351,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7308611158420863351,,,,Poshmark,,7.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSRFC5eWS1xIPdxvmdVcXG3O_IXCk73yInPoElK48m5fc9djSJMSXSqweGV1be2iiUXVa8Ya12WILMf4TnMgmLJ9ZKq-Gho6n5qTGj8iOp8VfJOVJE4nGsI&usqp=CAE,"Delivery by Tue, Oct 10",,,LOW PRICE,"['$1.00 below typical', 'LOW PRICE']",,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,1,0,0,0,0,0,0,0,0,0,,
14,Banana Republic Women's Essential Long-Sleeve Polo Shirt Costa Coffee Brown Size L,https://bananarepublic.gap.com/browse/product.do?pid=758559022&vid=1&tid=brns000051,https://www.google.com/shopping/product/10663786668827860401?gl=us,10663786668827860401,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10663786668827860401,,,,Banana Republic,,70.0,,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQGZN9kfNKstlBfGSyQ1E5OHFZI_TxtAVaHN8FvO-4kFr8wG9-DlDc_uhGscT72fc1UosDZTBpbeRIc1RD1R803qych7yQDqXMe5hSlzOwcFJINy-AJkCJLHQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,1,0,0,0,1,0,0,0,,
15,Banana Republic Factory Men's Slim Luxe Touch Polo White Tall Size XXL,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=710582011&vid=2&tid=bfns000001,https://www.google.com/shopping/product/5163564807888631719?gl=us,5163564807888631719,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5163564807888631719,,,,Banana Republic Factory,,30.0,,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQiWyJbICSKhemXn24mIFPjas0M95ZrevweT6sGqcwoDzZftFkG8ie0Maa8p4YulJkPn9-MHEMqAjfzn2zsCM26NHxmXVDlMTt6XqvvHc-n&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,50.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-20.0,0,1,1,0,0,0,1,0,0,0,,
16,Banana Republic Shirts | Banana Republic Men's Luxury-Touch Polo in Sailing Blue ...,https://poshmark.com/listing/Banana-Republic-Mens-LUXURYTOUCH-POLO-in-Sailing-Blue-Size-L-NWT-70-64fb6334f644e5f1ce134ff5?srsltid=AfmBOoq23JHm1rJv7LEOPpn40-fxxvyshIGkAfIRLb-UT3dbfZXoKE1MuYM#utm_source=gdm_unpaid,https://www.google.com/shopping/product/2091234728897033509?gl=us,2091234728897033509,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2091234728897033509,,,,Poshmark,,25.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSEUFl4mRy754kogf17LETeqfh3se3Q1nb-mrdYlBhukD2hnCt06IUlB8Vs1yD7KOaW0O47NaEyIlBocIW8J2nUHlnFr0xoP01mMsQy3L4J&usqp=CAE,"Delivery by Fri, Oct 6",,,LOW PRICE,"['$16.00 below typical', 'LOW PRICE']",,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,1,0,0,0,0,0,0,0,0,0,,
17,Banana Republic Shirts | Nwt Banana Republic Mens Luxe Touch 100% Cotton ...,https://www.ebay.com/itm/295943616362?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoqLO4CNioB8hkde50Kdyk41xZDBc1EFPSosFFBNE2bAZx2O8kH9yF0&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/9565118434357582064?gl=us,9565118434357582064,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9565118434357582064,,,,eBay - *joe*,,15.3,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTgLMrRios3bvlc385xTY7IB6V7r7c2D-WqfO_EJVK06MeYQ_GZg9MXcuFcBFtokmak7LSTm5bMgRDDX4odYV1yRZVSsP3rkmrOlIpntI5s&usqp=CAE,"Delivery by Mon, Oct 9",,,LOW PRICE,"['$2.67 below typical', 'LOW PRICE']",,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,1,0,0,0,0,0,0,0,1,0,,
18,Banana Republic Men's Luxury-Touch Polo Shirt Navy Size XL,https://bananarepublic.gap.com/browse/product.do?pid=617914132&vid=1&tid=brns000051,https://www.google.com/shopping/product/9524982837530555339?gl=us,9524982837530555339,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9524982837530555339,,,,Banana Republic,,60.0,,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT7R_62AUciTVIrYr00R5FytfXwPXf8sp_eTTARrG6QY0yH7Ls5MT07CLtg2O7CQexD6I83UktyAQmTvQ0FKeSi9dIgDc_M8aG51L6hB8-J0fJdhB4W32yN&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,1,0,0,0,1,0,0,0,,
19,Banana Republic Shirts | Nwt Banana Republic Luxury-Touch Performance Polo Shirt ...,https://poshmark.com/listing/NWT-Banana-Republic-LuxuryTouch-Performance-Polo-Shirt--Size-Medium-64fd501281078a2d496e742b?srsltid=AfmBOorcqo93oOHnH6cHc9gpps47r7HpdnPJKSbiZ_reYBU7QdaeG1VAlRA#utm_source=gdm_unpaid,https://www.google.com/shopping/product/3651681087677194534?gl=us,3651681087677194534,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3651681087677194534,,,,Poshmark,,25.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTAY0YOB32NbDNIDPIIZ5Ch7_kdT5aST12ON2VzsMHT6toVyAvGoADMSFxypP0BhRRvDLTODviJZrxTN-fz7AM2CoyYJdWQLzwHKVCvPWIV&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,0,0,,
20,Banana Republic Factory Men's Vintage Polo Vintage Blue Regular Size Xs,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=579374081&vid=1&tid=bfns000001,https://www.google.com/shopping/product/3959219127814235503?gl=us,3959219127814235503,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3959219127814235503,,,,Banana Republic Factory,,35.97,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT0-7IRhbjUh8Pmj8bf8ODjTMJO41BLWJd_PEEaf090SN7S5bZlj7FkGVZQkfXytwj1738kg5KAOmqUpEMWghKaK0tlVLlBnFkKSBigyzDIGwDwliE2Suv7ZA&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,45.0,SALE,['SALE'],4.6,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-9.030000000000001,0,1,1,0,0,0,1,0,0,0,,
21,Banana Republic Men's Polo Shirt - Brown - L,https://www.depop.com/products/garmtreasury-banana-republic-shirt-very-good-3cc0/?srsltid=AfmBOoponN13ZRYe79BzRq_j885ya86SIRTWEAjWSQMFVAnLgZE5Zu_1umo,https://www.google.com/shopping/product/4978536414544312124?gl=us,4978536414544312124,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4978536414544312124,2,"https://www.google.com/shopping/product/4978536414544312124/offers?hl=en&q=banana+republic+polo&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&prds=eto:3353893335799386955_0,pid:14796143512033082851&sa=X&ved=0ahUKEwipv8LKiNaBAxWdGFkFHQrlCC8Q3q4ECKIP",https://serpapi.com/search.json?engine=google_product&filter=eto%3A3353893335799386955_0%2Cpid%3A14796143512033082851&gl=us&offers=1&product_id=4978536414544312124&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwipv8LKiNaBAxWdGFkFHQrlCC8Q3q4ECKIP,Depop,,18.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT3JZSN2EfgHdGsyeixDxpMFyXg3Gr8Uq-QuB1zbg4Eqh_Xj2QjjgXVK32l8a0NZl-XLoS_OKP7CHPcFB_8yqjnm0LDoCFE8743lwlPFYeLQiV-ZcIialPY&usqp=CAE,$8.99 delivery,,,,,,used,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,0,0,,
22,Banana Republic Men's Luxury-Touch Polo Shirt Sheltered Earth Size L,https://bananarepublic.gap.com/browse/product.do?pid=733473042&vid=1&tid=brns000051,https://www.google.com/shopping/product/14789813192443667618?gl=us,14789813192443667618,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14789813192443667618,,,,Banana Republic,,65.0,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRyk3AX1VWeP3rCjqHIPWNONn0xRJKQcdW9gkfI7AAIH-frIlGwAUNVvW8HKkTvLs-_F62yZOQzkizGw0MZl62sU9o7-yTSXbuCgOcDeRe7&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,1,0,0,0,1,0,0,0,,
23,Banana Republic Shirts | Banana Republic Luxury-Touch Polo | Color: Black | Size ...,https://poshmark.com/listing/Banana-Republic-LuxuryTouch-Polo-61d9cd7e60fded876f503551?srsltid=AfmBOoq2KbLLTA54os8YqbaVZSh8fqSh_yvlWDQcSKOCBFFTduZvlnlhGkw#utm_source=gdm_unpaid,https://www.google.com/shopping/product/16397762557067100515?gl=us,16397762557067100515,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16397762557067100515,,,,Poshmark,,29.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRAFdHQt5i8njkQIKUs_aVds6n2Pfb-gajSWUI-nF6NJt0LBOWFQugwhLAvWYRceDEkTuAuBmErAghTajcsTT0A_6_uKSQHL1ucFGWqn1RXYMia8_GddT6sJQ&usqp=CAE,"Delivery by Mon, Oct 9",,,LOW PRICE,"['$3.00 below typical', 'LOW PRICE']",,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,1,0,0,0,0,0,0,0,0,0,,
24,Banana Republic Men’s Luxe Polo | C32,https://www.ebay.com/itm/175846314564?chn=ps&mkevt=1&mkcid=28&var=475264062729&srsltid=AfmBOootI-8Ib7oG4MsYGR6dBGxCnOkE3WbQ6rGCDFAa0jxjIuPSHVZzd_E&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:9765157107397103436,9765157107397103436,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9765157107397103436,,,,eBay - fanningsonline,,22.95,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTBXfNwuVMP9LJYvzwvKWBPyL5ZnhV9oSQlhnnzb3rkdleveBeWXLpjT76JOxZH2BXdypbanJ-QyHX63p1T24JALpX9OsZlr_H0URiTq4E&usqp=CAE,Free delivery by Oct 5 & Free 30-day returns,,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,1,0,,
25,Banana Republic MensBANANA REPUBLIC LUXURY TOUCH POLO - Men | Color: Grey | Size: L,https://www.mercari.com/us/item/m11690421545/?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:12600122094897033936,12600122094897033936,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12600122094897033936,,,,Mercari,,16.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQyMQ2rcWyWZYDgHPM6d2aXcruJA_FevmyDP71eFpinjWZIpsEdbEefHJ81e6cSSK4_6_JMooHeX706bM9gR3ctEqEoAhCW9ASPmobZxgk&usqp=CAE,$7.40 delivery,,18.0,SALE,['SALE'],,used,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,-2.0,0,1,0,0,0,0,0,0,0,0,,
26,Banana Republic Men's Luxury-Touch Polo Shirt Oatmeal Heather Size XL,https://bananarepublic.gap.com/browse/product.do?pid=731999032&vid=1&tid=brns000051,https://www.google.com/shopping/product/14841402491246380850?gl=us,14841402491246380850,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14841402491246380850,,,,Banana Republic,,80.0,5.0,5.0,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTDI_D16rN5CxW6BhL_KXq9ErdhOhxMyuhf88gkpmNlQJc_eAqMFLcx0Oh909VCt3KlN-lN5pZg66lvrTucdP7-yfythOL_3eZEjg6_DeWd&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic polo,5.0,5.0,0.0,0,0,1,0,0,0,1,0,0,0,,
27,Banana Republic Men's Polo Shirt Blue Print Size Large,https://budandangisplace.com/shop-now/ols/products/banana-republic-mens-polo-shirt-blue-print-size-large,https://www.google.com/shopping/product/12531517138745593448?gl=us,12531517138745593448,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12531517138745593448,,,,Bud and Angis Place,,15.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ2NmhutJhZ59xazthrXknhBH8B0yCHtA8do3K58wsyT_p8vM-n1aRBL9k-DR5GhBlEr2tEsqxEBDDpvHkjiI1bYBh5PgbzHkmUoBf7Gds&usqp=CAE,"Free delivery by Fri, Oct 20",,,,,,,ban_q,banana republic polo,4.7272727272727275,71.45454545454545,0.0,0,0,0,0,0,0,0,0,0,0,,
